chapter	sentence	token id 	token	gold	prediction
wisteria01	109	8	countryman	O	O
wisteria01	109	9	of	O	O
wisteria01	109	10	his	O	O
wisteria01	109	11	own	O	O
wisteria01	109	12	","	O	O
wisteria01	109	13	who	O	O
wisteria01	109	14	looked	O	O
wisteria01	109	15	after	O	O
wisteria01	109	16	all	O	O
wisteria01	109	17	his	O	O
wisteria01	109	18	needs	O	O
wisteria01	109	19	.	O	O
wisteria01	110	0	This	O	O
wisteria01	110	1	fellow	O	O
wisteria01	110	2	could	O	O
wisteria01	110	3	speak	O	O
wisteria01	110	4	English	O	O
wisteria01	110	5	and	O	O
wisteria01	110	6	did	O	O
wisteria01	110	7	his	O	O
wisteria01	110	8	housekeeping	O	O
wisteria01	110	9	for	O	O
wisteria01	110	10	him	O	O
wisteria01	110	11	.	O	O
wisteria01	111	0	Then	O	O
wisteria01	111	1	there	O	O
wisteria01	111	2	was	O	O
wisteria01	111	3	a	O	O
wisteria01	111	4	wonderful	O	O
wisteria01	111	5	cook	O	O
wisteria01	111	6	","	O	O
wisteria01	111	7	he	O	O
wisteria01	111	8	said	O	O
wisteria01	111	9	","	O	O
wisteria01	111	10	a	O	O
wisteria01	111	11	half-breed	O	O
wisteria01	111	12	whom	O	O
wisteria01	111	13	he	O	O
wisteria01	111	14	had	O	O
wisteria01	111	15	picked	O	O
wisteria01	111	16	up	O	O
wisteria01	111	17	in	O	O
wisteria01	111	18	his	O	O
wisteria01	111	19	travels	O	O
wisteria01	111	20	","	O	O
wisteria01	111	21	who	O	O
wisteria01	111	22	could	O	O
wisteria01	111	23	serve	O	O
wisteria01	111	24	an	O	O
wisteria01	111	25	excellent	O	O
wisteria01	111	26	dinner	O	O
wisteria01	111	27	.	O	O
wisteria01	112	0	I	O	O
wisteria01	112	1	remember	O	O
wisteria01	112	2	that	O	O
wisteria01	112	3	he	O	O
wisteria01	112	4	remarked	O	O
wisteria01	112	5	what	O	O
wisteria01	112	6	a	O	O
wisteria01	112	7	queer	O	O
wisteria01	112	8	household	O	O
wisteria01	112	9	it	O	O
wisteria01	112	10	was	O	O
wisteria01	112	11	to	O	O
wisteria01	112	12	find	O	O
wisteria01	112	13	in	O	O
wisteria01	112	14	the	O	O
wisteria01	112	15	heart	O	O
wisteria01	112	16	of	O	O
wisteria01	112	17	Surrey	O	O
wisteria01	112	18	","	O	O
wisteria01	112	19	and	O	O
wisteria01	112	20	that	O	O
wisteria01	112	21	I	O	O
wisteria01	112	22	agreed	O	O
wisteria01	112	23	with	O	O
wisteria01	112	24	him	O	O
wisteria01	112	25	","	O	O
wisteria01	112	26	though	O	O
wisteria01	112	27	it	O	O
wisteria01	112	28	has	O	O
wisteria01	112	29	proved	O	O
wisteria01	112	30	a	O	O
wisteria01	112	31	good	O	O
wisteria01	112	32	deal	O	O
wisteria01	112	33	queerer	O	O
wisteria01	112	34	than	O	O
wisteria01	112	35	I	O	O
wisteria01	112	36	thought	O	O
wisteria01	112	37	.	O	O
wisteria01	113	0	``	O	O
wisteria01	113	1	I	O	O
wisteria01	113	2	drove	O	O
wisteria01	113	3	to	O	O
wisteria01	113	4	the	O	O
wisteria01	113	5	place	O	O
wisteria01	113	6	--	O	O
wisteria01	113	7	about	O	O
wisteria01	113	8	two	O	O
wisteria01	113	9	miles	O	O
wisteria01	113	10	on	O	O
wisteria01	113	11	the	O	O
wisteria01	113	12	south	O	O
wisteria01	113	13	side	O	O
wisteria01	113	14	of	O	O
wisteria01	113	15	Esher	O	O
wisteria01	113	16	.	O	O
wisteria01	114	0	The	O	O
wisteria01	114	1	house	O	O
wisteria01	114	2	was	O	O
wisteria01	114	3	a	O	O
wisteria01	114	4	fair-sized	O	O
wisteria01	114	5	one	O	O
wisteria01	114	6	","	O	O
wisteria01	114	7	standing	O	O
wisteria01	114	8	back	O	O
wisteria01	114	9	from	O	O
wisteria01	114	10	the	O	O
wisteria01	114	11	road	O	O
wisteria01	114	12	","	O	O
wisteria01	114	13	with	O	O
wisteria01	114	14	a	O	O
wisteria01	114	15	curving	O	O
wisteria01	114	16	drive	O	O
wisteria01	114	17	which	O	O
wisteria01	114	18	was	O	O
wisteria01	114	19	banked	O	O
wisteria01	114	20	with	O	O
wisteria01	114	21	high	O	O
wisteria01	114	22	evergreen	O	O
wisteria01	114	23	shrubs	O	O
wisteria01	114	24	.	O	O
wisteria01	115	0	It	O	O
wisteria01	115	1	was	O	O
wisteria01	115	2	an	O	O
wisteria01	115	3	old	O	O
wisteria01	115	4	","	O	O
wisteria01	115	5	tumbledown	O	O
wisteria01	115	6	building	O	O
wisteria01	115	7	in	O	O
wisteria01	115	8	a	O	O
wisteria01	115	9	crazy	O	O
wisteria01	115	10	state	O	O
wisteria01	115	11	of	O	O
wisteria01	115	12	disrepair	O	O
wisteria01	115	13	.	O	O
wisteria01	116	0	When	O	O
wisteria01	116	1	the	O	O
wisteria01	116	2	trap	O	O
wisteria01	116	3	pulled	O	O
wisteria01	116	4	up	O	O
wisteria01	116	5	on	O	O
wisteria01	116	6	the	O	O
wisteria01	116	7	grass-grown	O	O
wisteria01	116	8	drive	O	O
wisteria01	116	9	in	O	O
wisteria01	116	10	front	O	O
wisteria01	116	11	of	O	O
wisteria01	116	12	the	O	O
wisteria01	116	13	blotched	O	O
wisteria01	116	14	and	O	O
wisteria01	116	15	weather-stained	O	O
wisteria01	116	16	door	O	O
wisteria01	116	17	","	O	O
wisteria01	116	18	I	O	O
wisteria01	116	19	had	O	O
wisteria01	116	20	doubts	O	O
wisteria01	116	21	as	O	O
wisteria01	116	22	to	O	O
wisteria01	116	23	my	O	O
wisteria01	116	24	wisdom	O	O
wisteria01	116	25	in	O	O
wisteria01	116	26	visiting	O	O
wisteria01	116	27	a	O	O
wisteria01	116	28	man	O	O
wisteria01	116	29	whom	O	O
wisteria01	116	30	I	O	O
wisteria01	116	31	knew	O	O
wisteria01	116	32	so	O	O
wisteria01	116	33	slightly	O	O
wisteria01	116	34	.	O	O
wisteria01	117	0	He	O	O
wisteria01	117	1	opened	O	O
wisteria01	117	2	the	O	O
wisteria01	117	3	door	O	O
wisteria01	117	4	himself	O	O
wisteria01	117	5	","	O	O
wisteria01	117	6	however	O	O
wisteria01	117	7	","	O	O
wisteria01	117	8	and	O	O
wisteria01	117	9	greeted	O	O
wisteria01	117	10	me	O	O
wisteria01	117	11	with	O	O
wisteria01	117	12	a	O	O
wisteria01	117	13	great	O	O
wisteria01	117	14	show	O	O
wisteria01	117	15	of	O	O
wisteria01	117	16	cordiality	O	O
wisteria01	117	17	.	O	O
wisteria01	118	0	I	O	O
wisteria01	118	1	was	O	O
wisteria01	118	2	handed	O	O
wisteria01	118	3	over	O	O
wisteria01	118	4	to	O	O
wisteria01	118	5	the	O	O
wisteria01	118	6	manservant	O	O
wisteria01	118	7	","	O	O
wisteria01	118	8	a	O	O
wisteria01	118	9	melancholy	O	O
wisteria01	118	10	","	O	O
wisteria01	118	11	swarthy	O	O
wisteria01	118	12	individual	O	O
wisteria01	118	13	","	O	O
wisteria01	118	14	who	O	O
wisteria01	118	15	led	O	O
wisteria01	118	16	the	O	O
wisteria01	118	17	way	O	O
wisteria01	118	18	","	O	O
wisteria01	118	19	my	O	O
wisteria01	118	20	bag	O	O
wisteria01	118	21	in	O	O
wisteria01	118	22	his	O	O
wisteria01	118	23	hand	O	O
wisteria01	118	24	","	O	O
wisteria01	118	25	to	O	O
wisteria01	118	26	my	O	O
wisteria01	118	27	bedroom	O	O
wisteria01	118	28	.	O	O
wisteria01	119	0	The	O	O
wisteria01	119	1	whole	O	O
wisteria01	119	2	place	O	O
wisteria01	119	3	was	O	O
wisteria01	119	4	depressing	O	O
wisteria01	119	5	.	O	O
wisteria01	120	0	Our	O	O
wisteria01	120	1	dinner	O	O
wisteria01	120	2	was	O	O
wisteria01	120	3	tete-a-tete	O	O
wisteria01	120	4	","	O	O
wisteria01	120	5	and	O	O
wisteria01	120	6	though	O	O
wisteria01	120	7	my	O	O
wisteria01	120	8	host	O	O
wisteria01	120	9	did	O	O
wisteria01	120	10	his	O	O
wisteria01	120	11	best	O	O
wisteria01	120	12	to	O	O
wisteria01	120	13	be	O	O
wisteria01	120	14	entertaining	O	O
wisteria01	120	15	","	O	O
wisteria01	120	16	his	O	O
wisteria01	120	17	thoughts	O	O
wisteria01	120	18	seemed	O	O
wisteria01	120	19	to	O	O
wisteria01	120	20	continually	O	O
wisteria01	120	21	wander	O	O
wisteria01	120	22	","	O	O
wisteria01	120	23	and	O	O
wisteria01	120	24	he	O	O
wisteria01	120	25	talked	O	O
wisteria01	120	26	so	O	O
wisteria01	120	27	vaguely	O	O
wisteria01	120	28	and	O	O
wisteria01	120	29	wildly	O	O
wisteria01	120	30	that	O	O
wisteria01	120	31	I	O	O
wisteria01	120	32	could	O	O
wisteria01	120	33	hardly	O	O
wisteria01	120	34	understand	O	O
wisteria01	120	35	him	O	O
wisteria01	120	36	.	O	O
wisteria01	121	0	He	O	O
wisteria01	121	1	continually	O	O
wisteria01	121	2	drummed	O	O
wisteria01	121	3	his	O	O
wisteria01	121	4	fingers	O	O
wisteria01	121	5	on	O	O
wisteria01	121	6	the	O	O
wisteria01	121	7	table	O	O
wisteria01	121	8	","	O	O
wisteria01	121	9	gnawed	O	O
wisteria01	121	10	his	O	O
wisteria01	121	11	nails	O	O
wisteria01	121	12	","	O	O
wisteria01	121	13	and	O	O
wisteria01	121	14	gave	O	O
wisteria01	121	15	other	O	O
wisteria01	121	16	signs	O	O
wisteria01	121	17	of	O	O
wisteria01	121	18	nervous	O	O
wisteria01	121	19	impatience	B-NEG	O
wisteria01	121	20	.	O	O
wisteria01	122	0	The	O	O
wisteria01	122	1	dinner	O	O
wisteria01	122	2	itself	O	O
wisteria01	122	3	was	O	O
wisteria01	122	4	neither	B-NEG	O
wisteria01	122	5	well	O	O
wisteria01	122	6	served	O	O
wisteria01	122	7	nor	B-NEG	B-NEG
wisteria01	122	8	well	O	O
wisteria01	122	9	cooked	O	O
wisteria01	122	10	","	O	O
wisteria01	122	11	and	O	O
wisteria01	122	12	the	O	O
wisteria01	122	13	gloomy	O	O
wisteria01	122	14	presence	O	O
wisteria01	122	15	of	O	O
wisteria01	122	16	the	O	O
wisteria01	122	17	taciturn	O	O
wisteria01	122	18	servant	O	O
wisteria01	122	19	did	O	O
wisteria01	122	20	not	B-NEG	B-NEG
wisteria01	122	21	help	O	O
wisteria01	122	22	to	O	O
wisteria01	122	23	enliven	O	O
wisteria01	122	24	us	O	O
wisteria01	122	25	.	O	O
wisteria01	123	0	I	O	O
wisteria01	123	1	can	O	O
wisteria01	123	2	assure	O	O
wisteria01	123	3	you	O	O
wisteria01	123	4	that	O	O
wisteria01	123	5	many	O	O
wisteria01	123	6	times	O	O
wisteria01	123	7	in	O	O
wisteria01	123	8	the	O	O
wisteria01	123	9	course	O	O
wisteria01	123	10	of	O	O
wisteria01	123	11	the	O	O
wisteria01	123	12	evening	O	O
wisteria01	123	13	I	O	O
wisteria01	123	14	wished	O	O
wisteria01	123	15	that	O	O
wisteria01	123	16	I	O	O
wisteria01	123	17	could	O	O
wisteria01	123	18	invent	O	O
wisteria01	123	19	some	O	O
wisteria01	123	20	excuse	O	O
wisteria01	123	21	which	O	O
wisteria01	123	22	would	O	O
wisteria01	123	23	take	O	O
wisteria01	123	24	me	O	O
wisteria01	123	25	back	O	O
wisteria01	123	26	to	O	O
wisteria01	123	27	Lee	O	O
wisteria01	123	28	.	O	O
wisteria01	124	0	``	O	O
wisteria01	124	1	One	O	O
wisteria01	124	2	thing	O	O
wisteria01	124	3	comes	O	O
wisteria01	124	4	back	O	O
wisteria01	124	5	to	O	O
wisteria01	124	6	my	O	O
wisteria01	124	7	memory	O	O
wisteria01	124	8	which	O	O
wisteria01	124	9	may	O	O
wisteria01	124	10	have	O	O
wisteria01	124	11	a	O	O
wisteria01	124	12	bearing	O	O
wisteria01	124	13	upon	O	O
wisteria01	124	14	the	O	O
wisteria01	124	15	business	O	O
wisteria01	124	16	that	O	O
wisteria01	124	17	you	O	O
wisteria01	124	18	two	O	O
wisteria01	124	19	gentlemen	O	O
wisteria01	124	20	are	O	O
wisteria01	124	21	investigating	O	O
wisteria01	124	22	.	O	O
wisteria01	125	0	I	O	O
wisteria01	125	1	thought	O	O
wisteria01	125	2	nothing	B-NEG	B-NEG
wisteria01	125	3	of	O	O
wisteria01	125	4	it	O	O
wisteria01	125	5	at	O	O
wisteria01	125	6	the	O	O
wisteria01	125	7	time	O	O
wisteria01	125	8	.	O	O
wisteria01	126	0	Near	O	O
wisteria01	126	1	the	O	O
wisteria01	126	2	end	O	O
wisteria01	126	3	of	O	O
wisteria01	126	4	dinner	O	O
wisteria01	126	5	a	O	O
wisteria01	126	6	note	O	O
wisteria01	126	7	was	O	O
wisteria01	126	8	handed	O	O
wisteria01	126	9	in	O	O
wisteria01	126	10	by	O	O
wisteria01	126	11	the	O	O
wisteria01	126	12	servant	O	O
wisteria01	126	13	.	O	O
wisteria01	127	0	I	O	O
wisteria01	127	1	noticed	O	O
wisteria01	127	2	that	O	O
wisteria01	127	3	after	O	O
wisteria01	127	4	my	O	O
wisteria01	127	5	host	O	O
wisteria01	127	6	had	O	O
wisteria01	127	7	read	O	O
wisteria01	127	8	it	O	O
wisteria01	127	9	he	O	O
wisteria01	127	10	seemed	O	O
wisteria01	127	11	even	O	O
wisteria01	127	12	more	O	O
wisteria01	127	13	distrait	O	O
wisteria01	127	14	and	O	O
wisteria01	127	15	strange	O	O
wisteria01	127	16	than	O	O
wisteria01	127	17	before	O	O
wisteria01	127	18	.	O	O
wisteria01	128	0	He	O	O
wisteria01	128	1	gave	O	O
wisteria01	128	2	up	O	O
wisteria01	128	3	all	O	O
wisteria01	128	4	pretence	O	O
wisteria01	128	5	at	O	O
wisteria01	128	6	conversation	O	O
wisteria01	128	7	and	O	O
wisteria01	128	8	sat	O	O
wisteria01	128	9	","	O	O
wisteria01	128	10	smoking	O	O
wisteria01	128	11	endless	O	O
wisteria01	128	12	cigarettes	O	O
wisteria01	128	13	","	O	O
wisteria01	128	14	lost	O	O
wisteria01	128	15	in	O	O
wisteria01	128	16	his	O	O
wisteria01	128	17	own	O	O
wisteria01	128	18	thoughts	O	O
wisteria01	128	19	","	O	O
wisteria01	128	20	but	O	O
wisteria01	128	21	he	O	O
wisteria01	128	22	made	O	O
wisteria01	128	23	no	B-NEG	B-NEG
wisteria01	128	24	remark	O	O
wisteria01	128	25	as	O	O
wisteria01	128	26	to	O	O
wisteria01	128	27	the	O	O
wisteria01	128	28	contents	O	O
wisteria01	128	29	.	O	O
wisteria01	129	0	About	O	O
wisteria01	129	1	eleven	O	O
wisteria01	129	2	I	O	O
wisteria01	129	3	was	O	O
wisteria01	129	4	glad	O	O
wisteria01	129	5	to	O	O
wisteria01	129	6	go	O	O
wisteria01	129	7	to	O	O
wisteria01	129	8	bed	O	O
wisteria01	129	9	.	O	O
wisteria01	130	0	Some	O	O
wisteria01	130	1	time	O	O
wisteria01	130	2	later	O	O
wisteria01	130	3	Garcia	O	O
wisteria01	130	4	looked	O	O
wisteria01	130	5	in	O	O
wisteria01	130	6	at	O	O
wisteria01	130	7	my	O	O
wisteria01	130	8	door	O	O
wisteria01	130	9	--	O	O
wisteria01	130	10	the	O	O
wisteria01	130	11	room	O	O
wisteria01	130	12	was	O	O
wisteria01	130	13	dark	O	O
wisteria01	130	14	at	O	O
wisteria01	130	15	the	O	O
wisteria01	130	16	time	O	O
wisteria01	130	17	--	O	O
wisteria01	130	18	and	O	O
wisteria01	130	19	asked	O	O
wisteria01	130	20	me	O	O
wisteria01	130	21	if	O	O
wisteria01	130	22	I	O	O
wisteria01	130	23	had	O	O
wisteria01	130	24	rung	O	O
wisteria01	130	25	.	O	O
wisteria01	131	0	I	O	O
wisteria01	131	1	said	O	O
wisteria01	131	2	that	O	O
wisteria01	131	3	I	O	O
wisteria01	131	4	had	O	O
wisteria01	131	5	not	B-NEG	B-NEG
wisteria01	131	6	.	O	O
wisteria01	132	0	He	O	O
wisteria01	132	1	apologized	O	O
wisteria01	132	2	for	O	O
wisteria01	132	3	having	O	O
wisteria01	132	4	disturbed	O	O
wisteria01	132	5	me	O	O
wisteria01	132	6	so	O	O
wisteria01	132	7	late	O	O
wisteria01	132	8	","	O	O
wisteria01	132	9	saying	O	O
wisteria01	132	10	that	O	O
wisteria01	132	11	it	O	O
wisteria01	132	12	was	O	O
wisteria01	132	13	nearly	O	O
wisteria01	132	14	one	O	O
wisteria01	132	15	o'clock	O	O
wisteria01	132	16	.	O	O
wisteria01	133	0	I	O	O
wisteria01	133	1	dropped	O	O
wisteria01	133	2	off	O	O
wisteria01	133	3	after	O	O
wisteria01	133	4	this	O	O
wisteria01	133	5	and	O	O
wisteria01	133	6	slept	O	O
wisteria01	133	7	soundly	O	O
wisteria01	133	8	all	O	O
wisteria01	133	9	night	O	O
wisteria01	133	10	.	O	O
wisteria01	134	0	``	O	O
wisteria01	134	1	And	O	O
wisteria01	134	2	now	O	O
wisteria01	134	3	I	O	O
wisteria01	134	4	come	O	O
wisteria01	134	5	to	O	O
wisteria01	134	6	the	O	O
wisteria01	134	7	amazing	O	O
wisteria01	134	8	part	O	O
wisteria01	134	9	of	O	O
wisteria01	134	10	my	O	O
wisteria01	134	11	tale	O	O
wisteria01	134	12	.	O	O
wisteria01	135	0	When	O	O
wisteria01	135	1	I	O	O
wisteria01	135	2	woke	O	O
wisteria01	135	3	it	O	O
wisteria01	135	4	was	O	O
wisteria01	135	5	broad	O	O
wisteria01	135	6	daylight	O	O
wisteria01	135	7	.	O	O
wisteria01	136	0	I	O	O
wisteria01	136	1	glanced	O	O
wisteria01	136	2	at	O	O
wisteria01	136	3	my	O	O
wisteria01	136	4	watch	O	O
wisteria01	136	5	","	O	O
wisteria01	136	6	and	O	O
wisteria01	136	7	the	O	O
wisteria01	136	8	time	O	O
wisteria01	136	9	was	O	O
wisteria01	136	10	nearly	O	O
wisteria01	136	11	nine	O	O
wisteria01	136	12	.	O	O
wisteria01	137	0	I	O	O
wisteria01	137	1	had	O	O
wisteria01	137	2	particularly	O	O
wisteria01	137	3	asked	O	O
wisteria01	137	4	to	O	O
wisteria01	137	5	be	O	O
wisteria01	137	6	called	O	O
wisteria01	137	7	at	O	O
wisteria01	137	8	eight	O	O
wisteria01	137	9	","	O	O
wisteria01	137	10	so	O	O
wisteria01	137	11	I	O	O
wisteria01	137	12	was	O	O
wisteria01	137	13	very	O	O
wisteria01	137	14	much	O	O
wisteria01	137	15	astonished	O	O
wisteria01	137	16	at	O	O
wisteria01	137	17	this	O	O
wisteria01	137	18	forgetfulness	O	O
wisteria01	137	19	.	O	O
wisteria01	138	0	I	O	O
wisteria01	138	1	sprang	O	O
wisteria01	138	2	up	O	O
wisteria01	138	3	and	O	O
wisteria01	138	4	rang	O	O
wisteria01	138	5	for	O	O
wisteria01	138	6	the	O	O
wisteria01	138	7	servant	O	O
wisteria01	138	8	.	O	O
wisteria01	139	0	There	O	O
wisteria01	139	1	was	O	O
wisteria01	139	2	no	B-NEG	B-NEG
wisteria01	139	3	response	O	O
wisteria01	139	4	.	O	O
wisteria01	140	0	I	O	O
wisteria01	140	1	rang	O	O
wisteria01	140	2	again	O	O
wisteria01	140	3	and	O	O
wisteria01	140	4	again	O	O
wisteria01	140	5	","	O	O
wisteria01	140	6	with	O	O
wisteria01	140	7	the	O	O
wisteria01	140	8	same	O	O
wisteria01	140	9	result	O	O
wisteria01	140	10	.	O	O
wisteria01	141	0	Then	O	O
wisteria01	141	1	I	O	O
wisteria01	141	2	came	O	O
wisteria01	141	3	to	O	O
wisteria01	141	4	the	O	O
wisteria01	141	5	conclusion	O	O
wisteria01	141	6	that	O	O
wisteria01	141	7	the	O	O
wisteria01	141	8	bell	O	O
wisteria01	141	9	was	O	O
wisteria01	141	10	out	O	O
wisteria01	141	11	of	O	O
wisteria01	141	12	order	O	O
wisteria01	141	13	.	O	O
wisteria01	142	0	I	O	O
wisteria01	142	1	huddled	O	O
wisteria01	142	2	on	O	O
wisteria01	142	3	my	O	O
wisteria01	142	4	clothes	O	O
wisteria01	142	5	and	O	O
wisteria01	142	6	hurried	O	O
wisteria01	142	7	downstairs	O	O
wisteria01	142	8	in	O	O
wisteria01	142	9	an	O	O
wisteria01	142	10	exceedingly	O	O
wisteria01	142	11	bad	O	O
wisteria01	142	12	temper	O	O
wisteria01	142	13	to	O	O
wisteria01	142	14	order	O	O
wisteria01	142	15	some	O	O
wisteria01	142	16	hot	O	O
wisteria01	142	17	water	O	O
wisteria01	142	18	.	O	O
wisteria01	143	0	You	O	O
wisteria01	143	1	can	O	O
wisteria01	143	2	imagine	O	O
wisteria01	143	3	my	O	O
wisteria01	143	4	surprise	O	O
wisteria01	143	5	when	O	O
wisteria01	143	6	I	O	O
wisteria01	143	7	found	O	O
wisteria01	143	8	that	O	O
wisteria01	143	9	there	O	O
wisteria01	143	10	was	O	O
wisteria01	143	11	no	B-NEG	B-NEG
wisteria01	143	12	one	O	O
wisteria01	143	13	there	O	O
wisteria01	143	14	.	O	O
wisteria01	144	0	I	O	O
wisteria01	144	1	shouted	O	O
wisteria01	144	2	in	O	O
wisteria01	144	3	the	O	O
wisteria01	144	4	hall	O	O
wisteria01	144	5	.	O	O
wisteria01	145	0	There	O	O
wisteria01	145	1	was	O	O
wisteria01	145	2	no	B-NEG	B-NEG
wisteria01	145	3	answer	O	O
wisteria01	145	4	.	O	O
wisteria01	146	0	Then	O	O
wisteria01	146	1	I	O	O
wisteria01	146	2	ran	O	O
wisteria01	146	3	from	O	O
wisteria01	146	4	room	O	O
wisteria01	146	5	to	O	O
wisteria01	146	6	room	O	O
wisteria01	146	7	.	O	O
wisteria01	147	0	All	O	O
wisteria01	147	1	were	O	O
wisteria01	147	2	deserted	O	O
wisteria01	147	3	.	O	O
wisteria01	148	0	My	O	O
wisteria01	148	1	host	O	O
wisteria01	148	2	had	O	O
wisteria01	148	3	shown	O	O
wisteria01	148	4	me	O	O
wisteria01	148	5	which	O	O
wisteria01	148	6	was	O	O
wisteria01	148	7	his	O	O
wisteria01	148	8	bedroom	O	O
wisteria01	148	9	the	O	O
wisteria01	148	10	night	O	O
wisteria01	148	11	before	O	O
wisteria01	148	12	","	O	O
wisteria01	148	13	so	O	O
wisteria01	148	14	I	O	O
wisteria01	148	15	knocked	O	O
wisteria01	148	16	at	O	O
wisteria01	148	17	the	O	O
wisteria01	148	18	door	O	O
wisteria01	148	19	.	O	O
wisteria01	149	0	No	B-NEG	B-NEG
wisteria01	149	1	reply	O	O
wisteria01	149	2	.	O	O
wisteria01	150	0	I	O	O
wisteria01	150	1	turned	O	O
wisteria01	150	2	the	O	O
wisteria01	150	3	handle	O	O
wisteria01	150	4	and	O	O
wisteria01	150	5	walked	O	O
wisteria01	150	6	in	O	O
wisteria01	150	7	.	O	O
wisteria01	151	0	The	O	O
wisteria01	151	1	room	O	O
wisteria01	151	2	was	O	O
wisteria01	151	3	empty	O	O
wisteria01	151	4	","	O	O
wisteria01	151	5	and	O	O
wisteria01	151	6	the	O	O
wisteria01	151	7	bed	O	O
wisteria01	151	8	had	O	O
wisteria01	151	9	never	B-NEG	B-NEG
wisteria01	151	10	been	O	O
wisteria01	151	11	slept	O	O
wisteria01	151	12	in	O	O
wisteria01	151	13	.	O	O
wisteria01	152	0	He	O	O
wisteria01	152	1	had	O	O
wisteria01	152	2	gone	O	O
wisteria01	152	3	with	O	O
wisteria01	152	4	the	O	O
wisteria01	152	5	rest	O	O
wisteria01	152	6	.	O	O
wisteria01	153	0	The	O	O
wisteria01	153	1	foreign	O	O
wisteria01	153	2	host	O	O
wisteria01	153	3	","	O	O
wisteria01	153	4	the	O	O
wisteria01	153	5	foreign	O	O
wisteria01	153	6	footman	O	O
wisteria01	153	7	","	O	O
wisteria01	153	8	the	O	O
wisteria01	153	9	foreign	O	O
wisteria01	153	10	cook	O	O
wisteria01	153	11	","	O	O
wisteria01	153	12	all	O	O
wisteria01	153	13	had	O	O
wisteria01	153	14	vanished	O	O
wisteria01	153	15	in	O	O
wisteria01	153	16	the	O	O
wisteria01	153	17	night	O	O
wisteria01	153	18	!	O	O
wisteria01	154	0	That	O	O
wisteria01	154	1	was	O	O
wisteria01	154	2	the	O	O
wisteria01	154	3	end	O	O
wisteria01	154	4	of	O	O
wisteria01	154	5	my	O	O
wisteria01	154	6	visit	O	O
wisteria01	154	7	to	O	O
wisteria01	154	8	Wisteria	O	O
wisteria01	154	9	Lodge	O	O
wisteria01	154	10	.	O	O
wisteria01	154	11	''	O	O
wisteria01	155	0	Sherlock	O	O
wisteria01	155	1	Holmes	O	O
wisteria01	155	2	was	O	O
wisteria01	155	3	rubbing	O	O
wisteria01	155	4	his	O	O
wisteria01	155	5	hands	O	O
wisteria01	155	6	and	O	O
wisteria01	155	7	chuckling	O	O
wisteria01	155	8	as	O	O
wisteria01	155	9	he	O	O
wisteria01	155	10	added	O	O
wisteria01	155	11	this	O	O
wisteria01	155	12	bizarre	O	O
wisteria01	155	13	incident	O	O
wisteria01	155	14	to	O	O
wisteria01	155	15	his	O	O
wisteria01	155	16	collection	O	O
wisteria01	155	17	of	O	O
wisteria01	155	18	strange	O	O
wisteria01	155	19	episodes	O	O
wisteria01	155	20	.	O	O
wisteria01	156	0	``	O	O
wisteria01	156	1	Your	O	O
wisteria01	156	2	experience	O	O
wisteria01	156	3	is	O	O
wisteria01	156	4	","	O	O
wisteria01	156	5	so	O	O
wisteria01	156	6	far	O	O
wisteria01	156	7	as	O	O
wisteria01	156	8	I	O	O
wisteria01	156	9	know	O	O
wisteria01	156	10	","	O	O
wisteria01	156	11	perfectly	O	O
wisteria01	156	12	unique	O	O
wisteria01	156	13	","	O	O
wisteria01	156	14	''	O	O
wisteria01	156	15	said	O	O
wisteria01	156	16	he	O	O
wisteria01	156	17	.	O	O
wisteria01	157	0	``	O	O
wisteria01	157	1	May	O	O
wisteria01	157	2	I	O	O
wisteria01	157	3	ask	O	O
wisteria01	157	4	","	O	O
wisteria01	157	5	sir	O	O
wisteria01	157	6	","	O	O
wisteria01	157	7	what	O	O
wisteria01	157	8	you	O	O
wisteria01	157	9	did	O	O
wisteria01	157	10	then	O	O
wisteria01	157	11	?	O	O
wisteria01	157	12	''	O	O
wisteria01	158	0	``	O	O
wisteria01	158	1	I	O	O
wisteria01	158	2	was	O	O
wisteria01	158	3	furious	O	O
wisteria01	158	4	.	O	O
wisteria01	159	0	My	O	O
wisteria01	159	1	first	O	O
wisteria01	159	2	idea	O	O
wisteria01	159	3	was	O	O
wisteria01	159	4	that	O	O
wisteria01	159	5	I	O	O
wisteria01	159	6	had	O	O
wisteria01	159	7	been	O	O
wisteria01	159	8	the	O	O
wisteria01	159	9	victim	O	O
wisteria01	159	10	of	O	O
wisteria01	159	11	some	O	O
wisteria01	159	12	absurd	O	O
wisteria01	159	13	practical	O	O
wisteria01	159	14	joke	O	O
wisteria01	159	15	.	O	O
wisteria01	160	0	I	O	O
wisteria01	160	1	packed	O	O
wisteria01	160	2	my	O	O
wisteria01	160	3	things	O	O
wisteria01	160	4	","	O	O
wisteria01	160	5	banged	O	O
wisteria01	160	6	the	O	O
wisteria01	160	7	hall	O	O
wisteria01	160	8	door	O	O
wisteria01	160	9	behind	O	O
wisteria01	160	10	me	O	O
wisteria01	160	11	","	O	O
wisteria01	160	12	and	O	O
wisteria01	160	13	set	O	O
wisteria01	160	14	off	O	O
wisteria01	160	15	for	O	O
wisteria01	160	16	Esher	O	O
wisteria01	160	17	","	O	O
wisteria01	160	18	with	O	O
wisteria01	160	19	my	O	O
wisteria01	160	20	bag	O	O
wisteria01	160	21	in	O	O
wisteria01	160	22	my	O	O
wisteria01	160	23	hand	O	O
